YOR224C	YJL140W
YNL293W	YHR121W
YPL239W	YNL288W
YPL022W	YLR429W
YKL173W	YJL035C
YLR321C	YHR056C
YER098W	YDR104C
YIL156W	YAL041W
YER164W	YIL035C
YDR365C	YGR126W
YOR159C	YDL087C
YBR103W	YJR009C
YOL148C	YDR145W
YLR258W	YMR308C
YDR288W	YOR310C
YNR016C	YFR024C-A
YBL023C	YJL163C
YDR390C	YPR180W
YCR043C	YBL003C
YJL109C	YGR193C
YPR008W	YGL043W
YOL059W	YBL003C
YNL136W	YJR002W
YLR027C	YLR171W
YOL013C	YAL012W
YLR231C	YLR043C
YEL003W	YHR135C
YMR014W	YMR031C
YLR384C	YNL209W
YDR071C	YBL056W
YPR045C	YDL014W
YDR225W	YLR106C
YNL168C	YOL038W
YHL014C	YIL043C
YNL236W	YDL005C
YPR025C	YDL108W
YGL252C	YJL052W
YOR124C	YGR155W
YBL003C	YHR052W
YNL162W	YIR021W
YNL045W	YAR010C
YGL120C	YKR022C
YJL098W	YGL049C
YHR090C	YBL003C
YNL110C	YHR052W
YGR250C	YML051W
YNL136W	YJL123C
YIL104C	YKL054C
YJL033W	YDR099W
YJL033W	YKR025W
YFL013C	YJL081C
YEL037C	YDR427W
YPR161C	YDL013W
YGL048C	YOR069W
YOL021C	YOR076C
YOR157C	YIL173W
YFL002C	YER060W
YMR228W	YBR289W
YNL312W	YER104W
YEL037C	YBR109C
YER129W	YDR422C
YIL051C	YKR048C
YJL157C	YJL070C
YGL026C	YML085C
YBR155W	YJR031C
YDR385W	YJR040W
YLR039C	YLL050C
YGL206C	YML010W
YLR258W	YLR347C
YJL033W	YMR309C
YPL169C	YJR042W
YEL037C	YFR004W
YIL156W	YMR272C
YGL227W	YDR258C
YJL173C	YBL101C
YLR455W	YBL002W
YNL312W	YOR355W
YDL116W	YJR042W
YLL004W	YGR133W
YEL037C	YER095W
YOR136W	YDL215C
YOL109W	YLL026W
YHR081W	Q0055
YHR200W	YMR191W
YDR051C	YLR024C
YGL120C	YGR162W
YOL012C	YDR148C
YDR179C	YAL047C
YEL037C	YDR320C
YPL040C	YOR326W
YJR104C	YDL176W
YDR129C	YOL023W
YPL069C	YPL004C
YJR012C	YMR267W
YNL061W	YDR381W
YGL112C	YDR174W
YBR139W	YDR087C
YKL052C	YDR152W
YOR374W	YBR030W
YPR175W	YOL041C
YDR141C	YPL037C
YPR161C	YIL095W
YDR408C	YOR361C
YNL236W	YGL025C
YKL113C	YBR088C
YOR157C	YGL201C
YBR154C	YGR063C
YDL140C	YOL005C
YER146W	YDR378C
YDR054C	YGL173C
YJL062W-A	YOR133W
YJR104C	YKR003W
YOR001W	YOL142W
YIL043C	YGL008C
YLR304C	YBR097W
YJL095W	YLR197W
YNR011C	YPR182W
YNL136W	YJL081C
YNR036C	YIL093C
YAL027W	YDL014W
YLR015W	YBR112C
YBR143C	YDR191W
YDL140C	YPR187W
YKR079C	YGL252C
YDR324C	YER007W
YGR155W	YIL126W
YGR198W	YDR212W
YMR186W	YDR388W
YKR010C	YPL226W
YGR262C	YER174C
YDR385W	YER023W
YER023W	YML085C
YDR330W	YDL126C
YIL103W	YKL048C
YJL115W	YGR209C
YGR278W	YLR117C
YKR046C	YOR294W
YGL166W	YDR381W
YPR164W	YBR009C
YPL245W	YLR270W
YDR234W	YLR249W
YNL313C	YBR072W
YDL140C	YGR005C
YGL150C	YPL235W
YNL206C	YPR068C
YPL178W	YBR079C
YMR048W	YGL245W
YHR081W	YNL232W
YDL201W	YLR150W
YDR246W	YOR115C
YML046W	YPR182W
YER151C	YPL126W
YER146W	YNL147W
YLR175W	YNL308C
YMR193W	YNL284C
YMR120C	YGL178W
YGL122C	YKL046C
YGR078C	YLR258W
YIL098C	YJL180C
YER070W	YKL054C
YDR017C	YOR326W
YJL033W	YDR174W
YMR229C	YER110C
YDR099W	YFL049W
YBR010W	YML069W
YGL173C	YGR086C
YHR027C	YLR319C
YDL182W	YBR274W
YJR041C	YPL178W
YLR197W	YLR175W
YDL097C	YFR052W
YJL173C	YHR164C
YPL001W	YDR121W
YML112W	YDL014W
YNL088W	YBR211C
YPR161C	YFL016C
YDR127W	YGR009C
YDR172W	YHR089C
YHR131C	YDR388W
YOL021C	YDL215C
YDR496C	YDR174W
YER164W	YDL109C
YKL012W	YPR182W
YBR109C	YGL242C
YLR435W	YPL231W
YDR398W	YDR381W
YLL022C	YJR154W
YHR118C	YKR081C
YJL109C	YPL146C
YLR384C	YGR200C
YBR195C	YDR174W
YPR175W	YKL213C
YPL020C	YLR347C
YDR496C	YHL034C
YNL248C	YPR110C
YLR196W	YMR229C
YJL109C	YDR398W
YAL001C	YEL026W
YKL142W	YIL159W
YLR362W	YIL035C
YOL098C	YDR388W
YOR138C	YER125W
YLR455W	YOR206W
YJL050W	YHR089C
YDL097C	YOR176W
YNL250W	YLR355C
YDR266C	YPL216W
YGL105W	YLR247C
YOR027W	YPR004C
YBR195C	YPR018W
YHR052W	YMR257C
YDR288W	YPL004C
YIL103W	YGL014W
YJR032W	YFL027C
YBL074C	YDR040C
YPR161C	YLR197W
YBR251W	YPL240C
YGL035C	YBL002W
YNL250W	YJR105W
YNR024W	YDL111C
YOL017W	YBR245C
YPR164W	YNL055C
YPL037C	YGL207W
YLR199C	YBR079C
YOR091W	YHR064C
YHR118C	YLR429W
YBL002W	YDL156W
YDR091C	YJL005W
YDR091C	YLR192C
YDL208W	YOL008W
YGR198W	YML105C
YNL267W	YDR017C
YPL001W	YJL039C
YMR186W	YDR444W
YNL162W	YNL091W
YMR070W	YNL027W
YEL037C	YER048C
YIL026C	YDL003W
YDL134C	YMR273C
YMR308C	YJL122W
YDR293C	YER033C
YIL148W	YOR355W
YPR175W	YLR432W
YPR161C	YNL061W
YIR022W	YMR089C
YDL074C	YGR184C
YLR002C	YGL195W
YGL049C	YJL138C
YBR082C	YER068W
YBR278W	YDR121W
YGL049C	YBL003C
YCR043C	YDR381W
YDR145W	YPL254W
YDR288W	YDL115C
YPL047W	YHR121W
YGL207W	YIL035C
YLR398C	YMR229C
YER095W	YBR235W
YNL005C	YNL284C
YDL060W	YGL106W
YOR144C	YCR009C
YER092W	YDR190C
YKL023W	YOL012C
YDL105W	YLR314C
YER025W	YHR047C
YPL151C	YOR361C
YBR060C	YPL001W
YDR308C	YOR174W
YOL126C	YLR337C
YIL078W	YPL273W
YJL176C	YFL049W
YCL031C	YLR418C
YHR052W	YMR229C
YER151C	YDL004W
YGL112C	YPL011C
YLR027C	YMR323W
YFL024C	YNL136W
YOR061W	YOR054C
YPR140W	Q0050
YBL023C	YOR346W
YIL063C	YKR048C
YPR161C	YNL284C
YML012W	YDR381W
YDL097C	YGR232W
YPR161C	YGR271W
YBR212W	YDR304C
YCR009C	YOL088C
YGL120C	YGL049C
YNL147W	YEL015W
YNL147W	YPR178W
YBL093C	YDR381W
YDR174W	YHR193C
YLR175W	YKL129C
YDR330W	YOR304W
YDR427W	YFR004W
YDL126C	YLR347C
YGL066W	YDR176W
YDR288W	YDR388W
YOR210W	YGR186W
YNL162W	YGL207W
YHR089C	YLR150W
YPR173C	YBL081W
YPL151C	YAL032C
YLL050C	YFL008W
YDL097C	YCR014C
YOR142W	YGR244C
YNL139C	YLR347C
YNL097C	YPL139C
YER035W	YLR196W
YBR009C	YOR191W
YPL220W	YGR090W
YDL002C	YER092W
YDR392W	YDR448W
YOR046C	YMR255W
YER162C	YMR290C
YJL168C	YOR294W
YLR399C	YGL019W
YER146W	YEL026W
YNL250W	YIL129C
YBR103W	YCR033W
YCL016C	YPL023C
YBR060C	YDR310C
YJR022W	YOR308C
YML062C	YHR054C
YEL015W	YKL104C
YGR185C	YDR453C
YKR024C	YDL052C
YGL070C	YGL244W
YER095W	YHR058C
YDR449C	YLR222C
YDL115C	YBL022C
YJL072C	YDR013W
YBR267W	YDR381W
YDR251W	YGR261C
YGL110C	YKR023W
YJL168C	YLR121C
YFR015C	YNL199C
YMR237W	YOR161C
YGL120C	YHR082C
YDR478W	YNR043W
YPL004C	YOR259C
YGR250C	YJL052W
YBL074C	YJR105W
YBR058C	YPR127W
YEL055C	YKR092C
YHR143W-A	YPR110C
YHR090C	YLR347C
YPR161C	YBR142W
YML065W	YER006W
YOR290C	YPR034W
YMR037C	YDR099W
YLR221C	YLR197W
YLR408C	YGL079W
YBL003C	YMR044W
YBR049C	YBR010W
YMR223W	YDR145W
YNL308C	YNL118C
YBR231C	YDR485C
YLR071C	YDR443C
YJL138C	YER110C
YDL056W	YLR386W
YFR015C	YOR066W
YOR144C	YLR197W
YOR144C	YLR429W
YPL155C	YFL008W
YOR308C	YDL215C
YGL173C	YHL034C
YLR231C	YML028W
YML127W	YPR034W
YGL150C	YNL019C
YFR015C	YOR279C
YIL101C	YPL216W
YLR330W	YPL145C
YPR178W	YGR128C
YOL117W	YER105C
YAL021C	YDR252W
YCR043C	YBR159W
YGR180C	YHL009W-B
YBL032W	YGL229C
YNL118C	YPL089C
YDL182W	YBL010C
YPR161C	YLR175W
YJL115W	YJR104C
YKL210W	YBL076C
YBR229C	YEL034W
YDR310C	YKL054C
YIL051C	YKL142W
YDR365C	YER131W
YDR324C	YGR162W
YDR324C	YJL109C
YDR054C	YBL077W
YJL024C	YPL195W
YMR186W	YBL104C
YER098W	YBR109C
YHR118C	YHR121W
YJR084W	YDL014W
YGR180C	YOR201C
YOL021C	YOR116C
YOL021C	YOR207C
YER023W	YDR174W
YIL061C	YLR147C
YGL151W	YBR253W
YOR290C	YMR033W
YGL173C	YDR060W
YEL012W	YGL013C
YKL114C	YCR028C-A
YPL190C	YFL021W
YDR172W	YAR003W
YPL018W	YOR133W
YGR167W	YPR018W
YNL209W	YIL070C
YOR207C	YOR224C
YCR079W	YBL003C
YKL185W	YNL097C
YDR507C	YNL246W
YDL055C	YOR257W
YBR058C	YKL165C-A
YBR072W	YPR056W
YBR193C	YPR168W
YHL029C	YCR095C
YOR157C	YGL061C
YPL001W	YIR006C
YDR224C	YMR284W
YLR002C	YER131W
YNL262W	YLR355C
YDR324C	YPL126W
YMR223W	YBL003C
YBR009C	YML069W
YGL151W	YMR112C
YBR058C	YDR129C
YER147C	YKR008W
YNL102W	YKR048C
YFL013C	YOR189W
YGR097W	YDR099W
YKL113C	YMR229C
YEL052W	YOR070C
YDR515W	YPR178W
YHR077C	YHL024W
YMR224C	YCR077C
YDR044W	YOR257W
YLR231C	YEL034W
YMR229C	YDL029W
YOR257W	YHR121W
YDR189W	YIL107C
YBR055C	YER029C
YFR013W	YDR174W
YGL078C	YHR089C
YDL055C	YDR083W
YDR365C	YMR124W
YBR245C	YLR095C
YNL147W	YDR473C
YOR243C	YDL215C
YDR407C	YKR068C
YPL183C	YML069W
YMR282C	YDL097C
YDR289C	YNL189W
YPR107C	YJR093C
YNL288W	YFR012W
YBL026W	YPR178W
YER112W	YDR378C
YER095W	YNR010W
YNL088W	YIL035C
YNL110C	YOR206W
YDR398W	YGR128C
YDR398W	YKR092C
YMR180C	YDR496C
YPR018W	YDR381W
YMR071C	YOR326W
YML093W	YPR028W
YGL105W	YOR017W
YLR231C	YDR155C
YJR135C	YMR198W
YOR116C	YPR110C
YGR198W	YCL064C
YDR054C	YLL050C
YGL017W	YLR418C
YPR025C	YGL014W
YIL043C	YBR009C
YPR116W	YPR080W
YBR049C	YBL101W-B
YPL022W	YCR009C
YOL004W	YNL189W
YJR084W	YDR363W-A
YHR052W	YNL308C
YBR081C	YDR069C
YJR132W	YLR438W
YPR173C	YPL004C
YMR229C	YBR010W
YFR030W	YDR304C
YGL213C	YER006W
YBR081C	YMR223W
YOR076C	YDL085W
YGL106W	YJL052W
YNL061W	YCR016W
YBL026W	YCR077C
YAR007C	YCR028C-A
YLR132C	YLL036C
YIL078W	YOL158C
YOR064C	YLR455W
YMR186W	YDR168W
YDL097C	YKL104C
YJL025W	YBL014C
YDR361C	YPL208W
YDR207C	YDR069C
YGL151W	YPR070W
YPR018W	YPL042C
YLR002C	YDR381W
YCR035C	YOL142W
YMR284W	YIR019C
YHR090C	YNL136W
YGL213C	YDL014W
YOL021C	YCR035C
YNL102W	YLL005C
YGR104C	YNL169C
YBL074C	YPR182W
YPL037C	YDL040C
YDR172W	YGL231C
YPR062W	YLL026W
YJR017C	YOR294W
YPR023C	YNL107W
YBR009C	YGR155W
YGR095C	YNR024W
YER022W	YGL025C
YDR054C	YOR355W
YER025W	YPR135W
YKL117W	YBR180W
YKL211C	YBR010W
YOL021C	YNL232W
YEL005C	YNL086W
YDL055C	YHL009W-B
YGR158C	YOL021C
YPR008W	YDR176W
YDR448W	YPL254W
YML011C	YDR385W
YDR448W	YGR252W
YMR282C	YDR214W
YKR008W	YMR125W
YJR022W	YLR409C
YNR014W	YOR361C
YDL002C	YJL081C
YOR076C	YCR035C
YLR362W	YBR010W
YDR449C	YGR223C
YMR031C	YLR175W
YER111C	YLR182W
YPR161C	YBL002W
YDL042C	YOR207C
YKL210W	YAL012W
YDR427W	YFR052W
YAR007C	YDR385W
YLR384C	YPL101W
YLR298C	YNL189W
YPR164W	YLR150W
YPR103W	YOR362C
YKL061W	YDR400W
YNL220W	YER062C
YPL160W	YDL160C
YER162C	YLR429W
YHR138C	YIL094C
YDR478W	YML006C
YDL097C	YDR363W-A
YDL097C	YOR110W
YER086W	YGR126W
YNR010W	YDR145W
YEL037C	YER162C
YLR398C	YDL014W
YPL081W	YBR189W
YLR275W	YPR178W
YEL018W	YHR090C
YKL113C	YLR175W
YIL043C	YGL014W
YDR280W	YNL232W
YML092C	YLR347C
YDL097C	YER021W
YGL073W	YBL061C
YOR035C	YKR048C
YJL065C	YDR121W
YJL065C	YOR304W
YBR081C	YOL148C
YPR182W	YPR178W
YOR124C	YDR028C
YPL032C	YDR099W
YDR295C	YNL021W
YIL103W	YHR210C
YKL191W	YEL034W
YFR031C	YPL074W
YLR312W-A	YPL173W
YPR178W	YNL248C
YGL011C	YIR030C
YLR381W	YPL082C
YDL147W	YDR394W
YJL098W	YBR094W
YPR190C	YOR210W
YPR103W	YLR347C
YGL120C	YDR365C
YGR162W	YDR381W
YIL103W	YBR011C
YBL024W	YDR283C
YGR002C	YDR359C
YDR427W	YOR117W
YDL043C	YOR319W
YDR280W	YLR432W
YBR188C	YLL036C
YFR010W	YPL242C
YOR064C	YHR121W
YIL126W	YFL033C
YDR362C	YDR155C
YJL110C	YKR081C
YOR217W	YDR174W
YDR075W	YJL138C
YML034W	YGL106W
YJL173C	YBR170C
YKL210W	YDR026C
YNL209W	YGR285C
YAR007C	YDL140C
YDR397C	YER159C
YEL018W	YOL012C
YEL018W	YFL024C
YGL150C	YPL129W
YOR124C	YNL189W
YMR229C	YMR290C
YLR058C	YDL215C
YGR264C	YLR347C
YGL207W	YOL006C
YGR250C	YGL009C
YDR052C	YBL003C
YBL003C	YML109W
YHR077C	YDR034C
YGR232W	YHR027C
YMR068W	YER064C
YGL122C	YBR189W
YPL129W	YGR005C
YPR023C	YLR399C
YDL140C	YJL140W
YER162C	YNL151C
YOR091W	YPL048W
YLR319C	YGL106W
YJR082C	YPR023C
YOR290C	YNR023W
YDL147W	YGL233W
YDR363W-A	YIL075C
YPR162C	YEL056W
YGL213C	YGL173C
YDL070W	YIL035C
YML012W	YBR009C
YDL043C	YER029C
YDR167W	YDR448W
YBL002W	YML069W
YIL103W	YIL148W
YGL122C	YDL014W
YAR007C	YBL002W
YDR026C	YJL148W
YOR213C	YOR294W
YDR054C	YBR296C
YLR455W	YHR089C
YMR071C	YGL106W
YJL138C	YDR129C
YBR061C	YIR026C
YOR207C	YBR154C
YKR011C	YKR048C
YNL085W	YEL034W
YOR209C	YOR257W
YGL234W	YEL055C
YPR178W	YDL014W
YLL060C	YIL148W
YGL213C	YKR081C
YDR172W	YOL011W
YLR385C	YBL003C
YIL021W	YJL140W
YGR090W	YDL014W
YDL147W	YPR003C
YLL060C	YJL052W
YGR264C	YLR258W
YDR427W	YCR093W
YNL255C	YLR150W
YDL182W	YNL054W
YKL088W	YOR054C
YDR449C	YDL014W
YGL112C	YBR081C
YNR054C	YIL069C
YNL110C	YKL172W
YKR082W	YDL014W
YHR165C	YDR473C
YEL037C	YAR010C
YIR010W	YHR148W
YNL031C	YDL126C
YBR060C	YOR294W
YBR009C	YOR217W
YNL030W	YIL169C
YDR172W	YPR105C
YOR196C	YDR388W
YBL058W	YAL024C
YCR009C	YGL106W
YDL182W	YIL103W
YMR043W	YBR009C
YIL033C	YML105C
YHR118C	YML065W
YDR457W	YIL148W
YJR014W	YGL201C
YML102W	YPR018W
YLR079W	YBR160W
YAL027W	YCR087C-A
YDR325W	YLR272C
YDL060W	YCR087C-A
YGL046W	YPL216W
YPR161C	YKR081C
YHR118C	YIR007W
YML109W	YKL081W
YFR040W	YOR014W
YAR007C	YBR009C
YGR173W	YAR019C
YOR124C	YDL141W
YMR229C	YOL076W
YLL004W	YEL056W
YPL209C	YDR381W
YMR186W	YML032C
YHR062C	YDR038C
YLR027C	YDR385W
YBR278W	YDR174W
YGL122C	YLR150W
YPL207W	YMR302C
YNL031C	YIL070C
YHR170W	YOR117W
YMR076C	YDL151C
YFR044C	YPL082C
YOR261C	YNL115C
YDR496C	YDR155C
YDR167W	YGR274C
YIL021W	YGL116W
YNL045W	YMR014W
YDL097C	YDL013W
YHR062C	YBR257W
YBR030W	YOR326W
YGR134W	YDR252W
YOL038W	YMR314W
YBR131W	YPR030W
YKL117W	YMR092C
YBR247C	YDR346C
YML098W	YLR345W
YBL056W	YPL061W
YOL068C	YBL003C
YFL013C	YOR141C
YBL058W	YBR155W
YBR010W	YIL168W
YNL031C	YIL035C
YER098W	YEL011W
YPR175W	YDR174W
YBR214W	YDL047W
YIL070C	YDL053C
YGL070C	YGL043W
YNL262W	YPR175W
YBL026W	YKL173W
YJR082C	YNL136W
YLR178C	YMR257C
YDR288W	YDL148C
YGR173W	YBL023C
YOR124C	YDR348C
YKL213C	YDL126C
YDR495C	YAR060C
YGL120C	YDL175C
YPL001W	YOL012C
YOL021C	YDR045C
YBR101C	YDL215C
YLR022C	YBL003C
YOR001W	YNL189W
YGL058W	YCR042C
YMR214W	YJL034W
YDL042C	YDL223C
YHR089C	YBR093C
YCL029C	YOR269W
YPL183C	YMR099C
YLR033W	YBR084W
YJL081C	YLR385C
YDR101C	YJL081C
YHR090C	YLR399C
YKL128C	YER064C
YGR202C	YLR347C
YEL018W	YIL115C
YGL120C	YDR314C
YBR058C	YDR177W
YEL011W	YJL162C
YOR189W	YDR190C
YML011C	YCR009C
YEL055C	YEL026W
YDR427W	YGR232W
YDR517W	YDR388W
YMR214W	YER162C
YDR214W	YLR216C
YGL244W	YDR174W
YML069W	YER164W
YIL103W	YDR174W
YEL037C	YBL075C
YOR230W	YLR115W
YGR090W	YNL048W
YLR218C	YGL134W
YMR049C	YPL217C
YGL227W	YDL053C
YDL076C	YJL081C
YDR044W	YGR086C
YDL201W	YDR174W
YBR058C	YIL094C
YGL070C	YJL194W
YPL004C	YIR029W
YCL011C	YDR138W
YLR027C	YBR150C
YNR054C	YDL014W
YKR024C	YBL007C
YNR014W	YPL240C
YGR274C	YMR227C
YPR023C	YNL330C
YML127W	YCR052W
YML069W	YOL006C
YHR118C	YLR325C
YDL060W	YPR052C
YPL231W	YNL047C
YLR192C	YGL110C
YPR175W	YOR361C
YDR201W	YKR083C
YML095C	YGR086C
YGL020C	YJR031C
YNR014W	YDR099W
YMR276W	YMR172W
YLR096W	YGR023W
YIL101C	YGL131C
YLR262C	YGR285C
YDR234W	YEL034W
YLR027C	YJL138C
YLR231C	YDR099W
YDR272W	YER062C
YBL093C	YBR193C
YJL109C	YPL249C-A
YDR517W	YPL095C
YPR161C	YLR075W
YAL011W	YML041C
YAL036C	YNL209W
YLR027C	YDR155C
YDR363W-A	YBR080C
YIL021W	YCR079W
YMR186W	YFR053C
YDR145W	YBR109C
YER177W	YLR256W
YCR035C	YDR280W
YBL003C	YMR072W
YNR034W	YCRX13W
YER067W	YGR228W
YLR362W	YDL126C
YDL097C	YFR004W
YHR118C	YDR388W
YDR427W	YIL075C
YOR035C	YGL106W
YBR253W	YER022W
YDR246W	YDR472W
YGL120C	YOR211C
YPL001W	YML004C
YMR223W	YFR046C
YMR268C	YJR022W
YNL085W	YDR171W
YPL220W	YNL088W
YOL045W	YDL109C
YNL140C	YIL032C
YJL033W	YMR229C
YPL001W	YCL032W
YGL108C	YDL126C
YOR043W	YKL054C
YDL031W	YDR388W
YOR217W	YER162C
YHL025W	YPR034W
YIL017C	YDR087C
YBL093C	YOL051W
YBL093C	YOR174W
YKR025W	YOR210W
YDR179C	YBR020W
YOL113W	YNR016C
YMR193W	YPL173W
YKR024C	YJL052W
YIL070C	YML114C
YHR158C	YAR014C
YPR074C	YKL027W
YCR043C	YDR388W
YJL168C	YBL003C
YMR014W	YMR290C
YDR124W	YDR175C
YDR395W	YFR052W
YDR124W	YPR049C
YPL183C	YIL088C
YCR077C	YJR045C
YGL120C	YLR249W
YDR301W	YKR002W
YJL157C	YJR011C
YDL019C	YPL146C
YLR418C	Q0075
YGL025C	YNR010W
YDR101C	YER131W
YER129W	YDR388W
YGR274C	YML098W
YJL050W	YJR105W
YER095W	YBR131W
YDL182W	YOR198C
YEL011W	YOL114C
YMR037C	YLR175W
YBL071W-A	YGL106W
YML065W	YBL002W
YBL003C	YBR010W
YGR128C	YPL006W
YBL093C	YPR070W
YIL076W	YHR029C
YNL273W	YBR058C
YNL085W	YLR259C
YHR104W	YBR186W
YOL012C	YMR186W
YKL212W	YLR259C
YDR280W	YJR125C
YMR092C	YDR388W
YPL009C	YOL139C
YNL262W	YBR196C
YDR427W	YDR217C
YDR427W	YMR191W
YDL208W	YDL213C
YIL070C	YJR113C
YGR002C	YJL081C
YOL051W	YKR081C
YOL051W	YNL189W
YER116C	YMR072W
YGR074W	YBL026W
YKR086W	YBR010W
YFR010W	YDR457W
YJR032W	YNL139C
YBR278W	YDR369C
YKR018C	YIL078W
YDR091C	YJR067C
YOL004W	YNL097C
YBR279W	YML069W
YER012W	YJL001W
YKR042W	YJL052W
YDL105W	YCL014W
YFR004W	YMR191W
YDR293C	YOR355W
YKL135C	YHL019C
YML114C	YPL129W
YIL071C	YDL147W
YDR314C	YBL086C
YFR004W	YAL053W
YER049W	YJR009C
YMR131C	YPL144W
YHR090C	YBR127C
YAL007C	YGL008C
YOL005C	YGR005C
YOR138C	YFL010C
YOR187W	YML042W
YDL134C	YGL190C
YEL037C	YDR129C
YML064C	YBL058W
YFR031C	YLR086W
YCR028C-A	YIL107C
YPR168W	YDR308C
YNL256W	YMR074C
YGR063C	YPR187W
YER035W	YLR432W
YDL076C	YBR095C
YOR091W	YDR388W
YOL117W	YGL014W
YHR027C	YHR099W
YMR093W	YDL060W
YER112W	YEL026W
YKL114C	YDL053C
YBL074C	YJR080C
YLR398C	YHR072W-A
YBR060C	YDL053C
YPR162C	YDL053C
YJL063C	YGR165W
YNL061W	YOR294W
YOR191W	YJL084C
YDR427W	YJR149W
YPL259C	YAL012W
YHR027C	YHR184W
YDR427W	YOR259C
YDR054C	YIL046W
YDL097C	YHR200W
YEL037C	YDL190C
YPL259C	YIL069C
YER035W	YGL120C
YNL250W	YBL075C
YGL070C	YGR161C
YJL197W	YJR031C
YIL103W	YBL003C
YOL051W	YNL236W
YOR076C	YDL111C
YAL027W	YLL018C
YKR024C	YPR131C
YNL049C	YEL026W
YPL001W	YBR185C
YDR485C	YBL003C
YLR231C	YER062C
YMR308C	YER107C
YMR044W	YBL002W
YNL092W	YGR074W
YPR161C	YDR174W
YDL043C	YBR188C
YLR022C	YKL172W
YGL025C	YOL051W
YBR010W	YBR090C-A
YDL055C	YDR254W
YPL001W	YNL261W
YNL082W	YDR388W
YPR108W	YMR191W
YFL013C	YIL070C
YPR161C	YMR229C
YBR173C	YDR400W
YBR173C	YER012W
YEL018W	YGR002C
YDR515W	YOR159C
YKL191W	YKL074C
YDR385W	YML028W
YDR363W-A	YFR004W
YDR517W	YLR435W
YDL108W	YDR460W
YGL122C	YHR072W-A
YIL043C	YML072C
YNL288W	YMR217W
YDL043C	YPL242C
YKR011C	YLR314C
YDR365C	YPR112C
YML041C	YJR009C
YDR026C	YNL113W
YNR016C	YMR186W
YER133W	YLL013C
YJL024C	YBR288C
YEL037C	YFR052W
YDL147W	YER151C
YDR485C	YBR010W
YOR310C	YDR180W
YMR049C	YJR103W
YMR049C	YLR175W
YGR128C	YDR200C
YDR289C	YBL056W
YGR084C	YMR012W
YCR003W	YPL173W
YOR209C	YOR261C
YBR060C	YBR009C
YGL070C	YBR197C
YFL018W-A	YOR159C
YGR179C	YJR135C
YGL125W	YDR155C
YGL125W	YPL023C
YGL017W	YLR187W
YML010W	YLR347C
YLR408C	YDR422C
YLR153C	YPR080W
YNL261W	YER131W
YGR090W	YDL060W
YDL070W	YOR061W
YDR363W-A	YBL054W
YDR482C	YLR016C
YDR092W	YOR335C
YER025W	YJR007W
YNL031C	YLR072W
YGL173C	YGR054W
YLR022C	YOL077C
YBR009C	YMR072W
YHR193C	YPL037C
YEL055C	YOR294W
YDR427W	YER021W
YNL248C	YJL076W
YMR223W	YDR167W
YGL173C	YLR150W
YDR145W	YDR167W
YLR231C	YLR109W
YDR054C	YML092C
YML065W	YDL060W
YPR029C	YMR186W
YJL115W	YLL034C
YER021W	YFR004W
YBR173C	YGR253C
YDL007W	YGL048C
YHR027C	YMR183C
YDL147W	YDR320C
YGR262C	YDR388W
YNL261W	YLL004W
YJL081C	YBL003C
YJL050W	YOR001W
YDR484W	YDR027C
YBR247C	YBR011C
YBR009C	YBR125C
YLR358C	YGR156W
YJL033W	YER025W
YMR186W	YGL225W
YCL011C	YER030W
YOR261C	YOR117W
YLR249W	YNL246W
YBR079C	YPL066W
YJR032W	YJL052W
YDR035W	YPR080W
YER164W	YGL019W
YBR009C	YJL115W
YER035W	YDL160C
YER021W	YPL035C
YMR014W	YOR091W
YJL122W	YOR294W
YBR173C	YOL038W
YGR002C	YHR090C
YOR035C	YEL026W
YOL005C	YCR079W
YKR024C	YLR432W
YER092W	YGL150C
YNL186W	YFR001W
YOL097C	YIL159W
YLR321C	YMR033W
YOR091W	YGR086C
YBR279W	YLR418C
YDL060W	YLR197W
YFL013C	YPL048W
YMR282C	YDL007W
YML006C	YDR099W
YDR448W	YAL019W
YDR365C	YDR377W
YER007C-A	YAL016W
YDR363W-A	YDR091C
YBR010W	YKR048C
YNL031C	YIL162W
YML011C	YBR009C
YGR232W	YNL209W
YDR145W	YPL011C
YGL120C	YNL308C
YPL153C	YLR197W
YKR049C	YDR157W
YER172C	YLR275W
YMR186W	YNR022C
YGR232W	YOR117W
YFR052W	YOR261C
YDL043C	YDR388W
YPR161C	YDL153C
YDR416W	YGR129W
YER070W	YJL026W
YOL059W	YEL034W
YHR089C	YDL014W
YIL096C	YGR167W
YHR161C	YLR106C
YPR178W	YLR197W
YOR341W	YPR187W
YER049W	YKL007W
YER025W	YMR257C
YDL007W	YHR200W
YGL048C	YGL004C
YER092W	YHR119W
YPR105C	YNR056C
YLR362W	YCL032W
YHR027C	YCL068C
YHR027C	YLR421C
YDL060W	YPL090C
YBR193C	YNR010W
YOL098C	YLR429W
YGL070C	YGL014W
YDL076C	YIL084C
YPR161C	YCL014W
YDR448W	YDR145W
YER161C	YNL189W
YBR173C	YOR157C
YDR172W	YMR191W
YLR442C	YAL043C
YPR162C	YHR121W
YFR010W	YFL025C
YDL074C	YDL148C
YMR049C	YOR073W
YLR277C	YLR429W
YBR009C	YDL231C
YLR022C	YDR174W
YLR435W	YPL146C
YMR229C	YLR175W
YIL070C	YDR381W
YCR030C	YFL010C
YNL031C	YNL206C
YIL097W	YDR255C
YPR135W	YBL058W
YBR278W	YDR388W
